Brand_Name_s__s,Equipment_Family_s,Nominal_Speed_of_Rotation_in_Revolutions_per_Minute__rpm__d,Operating_Mode_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model__Bare_Pump__m,Individual_Model_Number__Driver___If_Applicable_m,Individual_Model_Number__Controls___If_Applicable_m,Alternate_Single_Individual_Model_Number_for_Bare_Pump_with_Driver_or_Bare_Pump_with_Driver_and_Controls_m,Pump_Configuration_s,Pump_Energy_Index__PEI__as_Determined_in_Accordance_with_the_Test_Procedure_in_Section_431_464_d,Pump_Total_Head_in_Feet_at_Best_Efficiency_Point__BEP__and_Nominal_Speed_as_Determined_in_Accordance_with_the_Test_Procedure_in_Section_431_464_d,Volume_per_Unit_Time__Flow_Rate__in_Gallons_per_Minute__gpm__at_Best_Efficiency_Point__BEP__and_Nominal_Speed_d,Full_Impeller_Diameter_in_Inches__in___d,For_BP_Pumps___Calculated_Driver_Power_Input_at_the_75__Load_Point__or_at_65__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_BP_Pumps___Calculated_Driver_Power_Input_at_the_100__Load_Point__or_at_90__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_BP_Pumps___Calculated_Driver_Power_Input_at_the_110__Load_Point__or_at_100__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_BP_Pumps___Constant_Load_Pump_Energy_Rating__PERCL___Optional__d,For_EM_Pumps___Driver_Power_Input_at_the_75__Load_Point__or_at_65__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_EM_Pumps___Driver_Power_Input_at_the_100__Load_Point__or_at_90__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_EM_Pumps___Driver_Power_Input_at_the_110__Load_Point__or_at_100__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_EM_Pumps___Was_the_PEICL_Calculated_or_Tested__s,For_EM_Pumps___Constant_Load_Pump_Energy_Rating__PERCL___Optional__d,For_C_and_NC_Pumps___Driver_Power_Input_to_the_Controls_at_25__Load_Point__in_Horsepower__hp___corrected_in_accordance_with_the_test_procedure__if_applicable__d,For_C_and_NC_Pumps___Driver_Power_Input_to_the_Controls_at_50__Load_Point__in_Horsepower__hp___corrected_in_accordance_with_the_test_procedure__if_applicable__d,For_C_and_NC_Pumps___Driver_Power_Input_to_the_Controls_at_75__Load_Point__in_Horsepower__hp___corrected_in_accordance_with_the_test_procedure__if_applicable__d,For_C_and_NC_Pumps___Driver_Power_Input__measured_as_the_input_power_to_the_driver_and_controls__at_100__Load_Point__Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_C_and_NC_Pumps___Was_the_PEIVL_Calculated_or_Tested__s,For_C_or_NC_Pumps___Variable_Load_Pump_Energy_Rating__PERVL___Optional__d,Pump_Efficiency_at_Best_Efficiency_Point__BEP__in_percent______Optional__d,For_RSV_and_ST_Pumps__the_Number_of_Stages_Tested_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s
Taco,End suction close-coupled,3600.0,Variable Load,SCI1209C-A-2P-PD,SCI1209C-A-2P-PD,SCI1209C-A-2P-PD,SCI1209C-A-2P-PD,,C-pump sold with a motor & continuous controls,0.46,372.2661892,220.7215002,9.5,,,,,,,,,,3.312531512,9.160128814,20.92884963,40.37080853,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI1209C-A-4P-PD,SCI1209C-A-4P-PD,SCI1209C-A-4P-PD,SCI1209C-A-4P-PD,,C-pump sold with a motor & continuous controls,0.45,93.7215015,105.5602649,9.5,,,,,,,,,,0.624123784,1.307358819,2.711576267,5.132990122,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI1506B-A-2P-PD,SCI1506B-A-2P-PD,SCI1506B-A-2P-PD,SCI1506B-A-2P-PD,,C-pump sold with a motor & continuous controls,0.53,136.9562707,172.9611087,6.25,,,,,,,,,,0.931732989,2.581887119,5.932335737,11.56974866,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI1506B-A-4P-PD,SCI1506B-A-4P-PD,SCI1506B-A-4P-PD,SCI1506B-A-4P-PD,,C-pump sold with a motor & continuous controls,0.59,32.94308649,86.62295069,6.25,,,,,,,,,,0.21737021,0.420504496,0.836529635,1.548912648,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI1506D-A-2P-PD,SCI1506D-A-2P-PD,SCI1506D-A-2P-PD,SCI1506D-A-2P-PD,,C-pump sold with a motor & continuous controls,0.46,143.7198326,207.3654241,6.25,,,,,,,,,,0.986853154,2.754878414,6.336708091,12.33599286,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI1506D-A-4P-PD,SCI1506D-A-4P-PD,SCI1506D-A-4P-PD,SCI1506D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.48,36.24738217,107.5099925,6.25,,,,,,,,,,0.225184761,0.445167475,0.894894544,1.66223239,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI1507D-A-2P-PD,SCI1507D-A-2P-PD,SCI1507D-A-2P-PD,SCI1507D-A-2P-PD,,C-pump sold with a motor & continuous controls,0.44,205.0203647,253.391458,7.25,,,,,,,,,,1.586978854,4.567654319,10.56499982,20.46745865,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI1507D-A-4P-PD,SCI1507D-A-4P-PD,SCI1507D-A-4P-PD,SCI1507D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.45,51.45539227,126.8742212,7.25,,,,,,,,,,0.343358285,0.685845833,1.391787936,2.61608701,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI1509C-A-2P-PD,SCI1509C-A-2P-PD,SCI1509C-A-2P-PD,SCI1509C-A-2P-PD,,C-pump sold with a motor & continuous controls,0.48,342.6393001,250.1782557,9.25,,,,,,,,,,3.397927759,9.426746556,21.54483679,41.51043551,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI1509C-A-4P-PD,SCI1509C-A-4P-PD,SCI1509C-A-4P-PD,SCI1509C-A-4P-PD,,C-pump sold with a motor & continuous controls,0.53,82.34031068,127.9437732,9.25,,,,,,,,,,0.47267696,1.329371828,3.069448943,5.999544229,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI1509D-A-2P-PD,SCI1509D-A-2P-PD,SCI1509D-A-2P-PD,SCI1509D-A-2P-PD,,C-pump sold with a motor & continuous controls,0.44,364.2864248,295.6634525,9.5,,,,,,,,,,3.746613734,10.36064265,23.74883566,46.13449971,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI1509D-A-4P-PD,SCI1509D-A-4P-PD,SCI1509D-A-4P-PD,SCI1509D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.43,91.7005379,148.5157436,9.5,,,,,,,,,,0.479654828,1.351288197,3.120766181,6.097117126,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI1511B-A-4P-PD,SCI1511B-A-4P-PD,SCI1511B-A-4P-PD,SCI1511B-A-4P-PD,,C-pump sold with a motor & continuous controls,0.48,122.8062382,128.9677053,11.0,,,,,,,,,,0.716800139,2.063863196,4.789741928,9.344547621,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI2007A-A-2P-PD,SCI2007A-A-2P-PD,SCI2007A-A-2P-PD,SCI2007A-A-2P-PD,,C-pump sold with a motor & continuous controls,0.51,197.5983437,309.2619563,7.25,,,,,,,,,,2.175239226,5.967613874,13.56975086,26.02288449,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI2007A-A-4P-PD,SCI2007A-A-4P-PD,SCI2007A-A-4P-PD,SCI2007A-A-4P-PD,,C-pump sold with a motor & continuous controls,0.57,48.39549162,155.9222145,7.25,,,,,,,,,,0.523023433,0.986811693,1.945399909,3.616770852,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI2007D-A-2P-PD,SCI2007D-A-2P-PD,SCI2007D-A-2P-PD,SCI2007D-A-2P-PD,,C-pump sold with a motor & continuous controls,0.46,190.8262292,331.8045686,7.25,,,,,,,,,,2.039403645,5.543948446,12.59317185,24.22480264,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI2007D-A-4P-PD,SCI2007D-A-4P-PD,SCI2007D-A-4P-PD,SCI2007D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.45,49.16777469,167.1778208,7.25,,,,,,,,,,0.376931061,0.792190169,1.645454371,3.116141835,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI2009C-A-2P-PD,SCI2009C-A-2P-PD,SCI2009C-A-2P-PD,SCI2009C-A-2P-PD,,C-pump sold with a motor & continuous controls,0.48,352.2946703,376.8007359,9.5,,,,,,,,,,4.69847844,12.60012451,28.82949457,56.77945442,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI2009C-A-4P-PD,SCI2009C-A-4P-PD,SCI2009C-A-4P-PD,SCI2009C-A-4P-PD,,C-pump sold with a motor & continuous controls,0.49,87.55934744,183.8954836,9.5,,,,,,,,,,0.579171665,1.663055614,3.846621092,7.461438923,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI2009D-A-2P-PD,SCI2009D-A-2P-PD,SCI2009D-A-2P-PD,SCI2009D-A-2P-PD,,C-pump sold with a motor & continuous controls,0.45,338.1363213,448.2445479,9.5,,,,,,,,,,4.822665392,12.99292189,29.76348944,58.60959791,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI2009D-A-4P-PD,SCI2009D-A-4P-PD,SCI2009D-A-4P-PD,SCI2009D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.43,87.52301648,214.005219,9.5,,,,,,,,,,0.573006261,1.643784059,3.80197958,7.378397162,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI2506D-A-2P-PD,SCI2506D-A-2P-PD,SCI2506D-A-2P-PD,SCI2506D-A-2P-PD,,C-pump sold with a motor & continuous controls,0.45,140.8090977,283.7477423,6.25,,,,,,,,,,1.178850158,3.355566722,7.73105183,14.94082778,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI2506D-A-4P-PD,SCI2506D-A-4P-PD,SCI2506D-A-4P-PD,SCI2506D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.47,35.64769482,146.0833371,6.25,,,,,,,,,,0.287820918,0.554337301,1.100358164,2.035981667,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI2507D-A-2P-PD,SCI2507D-A-2P-PD,SCI2507D-A-2P-PD,SCI2507D-A-2P-PD,,C-pump sold with a motor & continuous controls,0.48,189.9294458,533.7937579,7.25,,,,,,,,,,3.095169926,8.480551664,19.35382348,37.43779336,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI2507D-A-4P-PD,SCI2507D-A-4P-PD,SCI2507D-A-4P-PD,SCI2507D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.49,47.44329194,261.0172692,7.25,,,,,,,,,,0.599103618,1.22813765,2.522772937,4.761418434,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI2509C-A-2P-PD,SCI2509C-A-2P-PD,SCI2509C-A-2P-PD,SCI2509C-A-2P-PD,,C-pump sold with a motor & continuous controls,0.5,354.2672156,600.5401055,9.5,,,,,,,,,,7.253418571,19.17260953,43.69639208,86.07666742,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI2509C-A-4P-PD,SCI2509C-A-4P-PD,SCI2509C-A-4P-PD,SCI2509C-A-4P-PD,,C-pump sold with a motor & continuous controls,0.49,88.04810432,292.85314,9.5,,,,,,,,,,0.832641119,2.362512485,5.488482957,10.81641208,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI2509D-A-2P-PD,SCI2509D-A-2P-PD,SCI2509D-A-2P-PD,SCI2509D-A-2P-PD,,C-pump sold with a motor & continuous controls,0.45,337.5618296,601.4526335,9.5,,,,,,,,,,6.11706925,16.52173705,37.87108427,74.56672917,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI2509D-A-4P-PD,SCI2509D-A-4P-PD,SCI2509D-A-4P-PD,SCI2509D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.44,85.79337114,290.0999613,9.5,,,,,,,,,,0.716895031,2.064160588,4.790434903,9.34585239,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI2510C-A-4P-PD,SCI2510C-A-4P-PD,SCI2510C-A-4P-PD,SCI2510C-A-4P-PD,,C-pump sold with a motor & continuous controls,0.47,98.61175421,328.109372,10.0,,,,,,,,,,0.978277245,2.821016257,6.567699243,12.88982314,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI2511A-A-4P-PD,SCI2511A-A-4P-PD,SCI2511A-A-4P-PD,SCI2511A-A-4P-PD,,C-pump sold with a motor & continuous controls,0.51,115.3910634,284.4113698,11.25,,,,,,,,,,1.133861228,3.309255717,7.708706404,15.0508958,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI2511D-A-4P-PD,SCI2511D-A-4P-PD,SCI2511D-A-4P-PD,SCI2511D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.43,118.2481497,271.3991525,11.0,,,,,,,,,,0.973059923,2.804615359,6.529223157,12.81638682,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI2513A-A-4P-PD,SCI2513A-A-4P-PD,SCI2513A-A-4P-PD,SCI2513A-A-4P-PD,,C-pump sold with a motor & continuous controls,0.5,155.8950263,293.3388811,13.0,,,,,,,,,,1.776271933,4.946726205,11.38593099,22.22721407,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI2513D-A-4P-PD,SCI2513D-A-4P-PD,SCI2513D-A-4P-PD,SCI2513D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.45,177.5723617,347.312887,13.5,,,,,,,,,,2.099199356,5.834507545,13.42514891,26.21959755,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI3007D-A-2P-PD,SCI3007D-A-2P-PD,SCI3007D-A-2P-PD,SCI3007D-A-2P-PD,,C-pump sold with a motor & continuous controls,0.45,185.6731731,687.3469775,7.25,,,,,,,,,,3.551952071,9.75003995,22.32325419,43.43972984,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI3007D-A-4P-PD,SCI3007D-A-4P-PD,SCI3007D-A-4P-PD,SCI3007D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.46,46.87366891,349.1605588,7.25,,,,,,,,,,0.464047564,1.302258142,3.005909569,5.878532335,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI3009C-A-2P-PD,SCI3009C-A-2P-PD,SCI3009C-A-2P-PD,SCI3009C-A-2P-PD,,C-pump sold with a motor & continuous controls,0.49,305.6514367,785.0736335,9.25,,,,,,,,,,7.552729832,20.12028309,45.95475624,90.52056309,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI3009C-A-4P-PD,SCI3009C-A-4P-PD,SCI3009C-A-4P-PD,SCI3009C-A-4P-PD,,C-pump sold with a motor & continuous controls,0.49,76.28744925,391.1276376,9.25,,,,,,,,,,0.885317191,2.528516687,5.880074869,11.57198286,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI3009D-A-2P-PD,SCI3009D-A-2P-PD,SCI3009D-A-2P-PD,SCI3009D-A-2P-PD,,C-pump sold with a motor & continuous controls,0.47,313.5133116,1027.144963,9.5,,,,,,,,,,9.222170653,24.86842667,57.06606428,112.7261833,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI3009D-A-4P-PD,SCI3009D-A-4P-PD,SCI3009D-A-4P-PD,SCI3009D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.45,79.4050546,516.8171517,9.5,,,,,,,,,,1.068936659,3.105714621,7.234069977,14.15588194,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI3011A-A-4P-PD,SCI3011A-A-4P-PD,SCI3011A-A-4P-PD,SCI3011A-A-4P-PD,,C-pump sold with a motor & continuous controls,0.49,113.7355645,441.6976886,11.25,,,,,,,,,,1.49204201,4.384135152,10.24464767,20.06554132,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI3011D-A-4P-PD,SCI3011D-A-4P-PD,SCI3011D-A-4P-PD,SCI3011D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.45,112.5025226,514.9699382,11.0,,,,,,,,,,1.529038179,4.500149638,10.51533747,20.57657357,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI3013A-A-4P-PD,SCI3013A-A-4P-PD,SCI3013A-A-4P-PD,SCI3013A-A-4P-PD,,C-pump sold with a motor & continuous controls,0.5,149.9122138,512.7391005,13.0,,,,,,,,,,2.529655324,7.025391832,16.20155816,31.80740673,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI3013D-A-4P-PD,SCI3013D-A-4P-PD,SCI3013D-A-4P-PD,SCI3013D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.44,176.9277637,556.0774851,13.5,,,,,,,,,,2.854928911,8.049072112,18.60914194,36.42558413,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI4007A-A-2P-PD,SCI4007A-A-2P-PD,SCI4007A-A-2P-PD,SCI4007A-A-2P-PD,,C-pump sold with a motor & continuous controls,0.5,195.4276286,1075.376932,7.5,,,,,,,,,,6.271341554,17.0093882,39.02905136,76.82985128,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI4007A-A-4P-PD,SCI4007A-A-4P-PD,SCI4007A-A-4P-PD,SCI4007A-A-4P-PD,,C-pump sold with a motor & continuous controls,0.52,47.09288252,543.7285211,7.5,,,,,,,,,,0.762976041,2.208463821,5.126089197,9.975557675,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI4007D-A-2P-PD,SCI4007D-A-2P-PD,SCI4007D-A-2P-PD,SCI4007D-A-2P-PD,,C-pump sold with a motor & continuous controls,0.47,175.7038552,1014.078438,7.25,,,,,,,,,,4.965812657,13.44549581,30.83862077,60.71254536,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI4007D-A-4P-PD,SCI4007D-A-4P-PD,SCI4007D-A-4P-PD,SCI4007D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.46,44.39502267,530.0481326,7.25,,,,,,,,,,0.62470447,1.805201681,4.174963831,8.06863738,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI4009C-A-4P-PD,SCI4009C-A-4P-PD,SCI4009C-A-4P-PD,SCI4009C-A-4P-PD,,C-pump sold with a motor & continuous controls,0.49,75.97874072,721.3686282,9.25,,,,,,,,,,1.472209264,4.321915517,10.09933333,19.7906657,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI4009D-A-4P-PD,SCI4009D-A-4P-PD,SCI4009D-A-4P-PD,SCI4009D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.46,78.64047542,713.1259948,9.5,,,,,,,,,,1.407806557,4.119739912,9.626473561,18.89362212,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI4011C-A-4P-PD,SCI4011C-A-4P-PD,SCI4011C-A-4P-PD,SCI4011C-A-4P-PD,,C-pump sold with a motor & continuous controls,0.48,118.4436102,643.9346198,11.0,,,,,,,,,,2.221857548,6.219683265,14.3266542,27.93222542,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI4013A-A-4P-PD,SCI4013A-A-4P-PD,SCI4013A-A-4P-PD,SCI4013A-A-4P-PD,,C-pump sold with a motor & continuous controls,0.48,154.9946982,748.1368804,12.75,,,,,,,,,,3.366066441,9.517114836,22.05925798,43.34611799,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI4013D-A-4P-PD,SCI4013D-A-4P-PD,SCI4013D-A-4P-PD,SCI4013D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.46,169.4819969,977.1784874,13.5,,,,,,,,,,4.449672653,12.36063955,28.65902678,56.89820891,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI5007A-A-2P-PD,SCI5007A-A-2P-PD,SCI5007A-A-2P-PD,SCI5007A-A-2P-PD,,C-pump sold with a motor & continuous controls,0.5,143.8135051,1492.726465,7.15,,,,,,,,,,6.454842875,17.58917999,40.40451567,79.51317557,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI5007A-A-4P-PD,SCI5007A-A-4P-PD,SCI5007A-A-4P-PD,SCI5007A-A-4P-PD,,C-pump sold with a motor & continuous controls,0.49,35.64791607,758.5285112,7.15,,,,,,,,,,0.767733185,2.223347836,5.16064202,10.04012039,C,,,,No,No
Taco,End suction close-coupled,3600.0,Variable Load,SCI5007D-A-2P-PD,SCI5007D-A-2P-PD,SCI5007D-A-2P-PD,SCI5007D-A-2P-PD,,C-pump sold with a motor & continuous controls,0.49,163.9844997,1516.806407,7.25,,,,,,,,,,7.366895387,19.53196168,44.55308015,87.763649,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI5007D-A-4P-PD,SCI5007D-A-4P-PD,SCI5007D-A-4P-PD,SCI5007D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.48,41.01631527,760.738562,7.25,,,,,,,,,,0.838624886,2.44486206,5.673371135,10.99236882,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI5009C-A-4P-PD,SCI5009C-A-4P-PD,SCI5009C-A-4P-PD,SCI5009C-A-4P-PD,,C-pump sold with a motor & continuous controls,0.48,70.63155614,854.2768691,9.25,,,,,,,,,,1.563837914,4.609216333,10.76950382,21.05521739,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI5009D-A-4P-PD,SCI5009D-A-4P-PD,SCI5009D-A-4P-PD,SCI5009D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.45,72.59196611,1093.304936,9.5,,,,,,,,,,2.007727036,5.672685058,13.08054867,25.42944538,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI5011A-A-4P-PD,SCI5011A-A-4P-PD,SCI5011A-A-4P-PD,SCI5011A-A-4P-PD,,C-pump sold with a motor & continuous controls,0.48,109.8193417,963.9142036,11.25,,,,,,,,,,2.878892705,8.124389012,18.78575863,36.76239444,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI5011D-A-4P-PD,SCI5011D-A-4P-PD,SCI5011D-A-4P-PD,SCI5011D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.46,103.8407092,1068.505145,11.0,,,,,,,,,,2.880588721,8.129718977,18.79825458,36.78621407,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI6009B-A-4P-PD,SCI6009B-A-4P-PD,SCI6009B-A-4P-PD,SCI6009B-A-4P-PD,,C-pump sold with a motor & continuous controls,0.49,70.03583687,1650.692812,9.5,,,,,,,,,,3.100340964,8.819735501,20.41294249,39.85256858,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI6009D-A-4P-PD,SCI6009D-A-4P-PD,SCI6009D-A-4P-PD,SCI6009D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.46,77.42595804,1625.485584,9.5,,,,,,,,,,3.127148148,8.90382985,20.60931616,40.22391626,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI6011A-A-4P-PD,SCI6011A-A-4P-PD,SCI6011A-A-4P-PD,SCI6011A-A-4P-PD,,C-pump sold with a motor & continuous controls,0.5,105.8479169,1574.09515,11.25,,,,,,,,,,4.548871522,12.67503476,29.40986547,58.38171438,C,,,,No,No
Taco,End suction close-coupled,1800.0,Variable Load,SCI6011D-A-4P-PD,SCI6011D-A-4P-PD,SCI6011D-A-4P-PD,SCI6011D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.46,106.9363581,1780.030384,11.0,,,,,,,,,,4.664045019,13.03995522,30.2808344,60.10057927,C,,,,No,No
Taco,End suction frame mounted/own bearings,3600.0,Variable Load,SFI1206B-A-2P-PD,SFI1206B-A-2P-PD,SFI1206B-A-2P-PD,SFI1206B-A-2P-PD,,C-pump sold with a motor & continuous controls,0.51,145.7573295,109.9899003,6.25,,,,,,,,,,0.685111452,1.937871976,4.428744699,8.437694881,C,,,,No,No
Taco,End suction frame mounted/own bearings,1800.0,Variable Load,SFI1206B-A-4P-PD,SFI1206B-A-4P-PD,SFI1206B-A-4P-PD,SFI1206B-A-4P-PD,,C-pump sold with a motor & continuous controls,0.59,35.82759133,55.35595068,6.25,,,,,,,,,,0.197066789,0.356296015,0.683907443,1.250051091,C,,,,No,No
Taco,End suction frame mounted/own bearings,3600.0,Variable Load,SFI1206D-A-2P-PD,SFI1206D-A-2P-PD,SFI1206D-A-2P-PD,SFI1206D-A-2P-PD,,C-pump sold with a motor & continuous controls,0.49,145.6809689,146.0066838,6.25,,,,,,,,,,0.795473357,2.246529871,5.158533654,9.940047311,C,,,,No,No
Taco,End suction frame mounted/own bearings,1800.0,Variable Load,SFI1206D-A-4P-PD,SFI1206D-A-4P-PD,SFI1206D-A-4P-PD,SFI1206D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.52,36.62202915,71.83630608,6.25,,,,,,,,,,0.2028809,0.374702017,0.727757072,1.336287557,C,,,,No,No
Taco,End suction frame mounted/own bearings,3600.0,Variable Load,SFI1207B-A-2P-PD,SFI1207B-A-2P-PD,SFI1207B-A-2P-PD,SFI1207B-A-2P-PD,,C-pump sold with a motor & continuous controls,0.53,201.5290835,154.3361335,7.5,,,,,,,,,,1.337611581,3.787147534,8.751544276,17.07309896,C,,,,No,No
Taco,End suction frame mounted/own bearings,1800.0,Variable Load,SFI1207B-A-4P-PD,SFI1207B-A-4P-PD,SFI1207B-A-4P-PD,SFI1207B-A-4P-PD,,C-pump sold with a motor & continuous controls,0.61,48.29184848,78.65604371,7.5,,,,,,,,,,0.326136143,0.631211152,1.261042767,2.356765943,C,,,,No,No
Taco,End suction frame mounted/own bearings,3600.0,Variable Load,SFI1207D-A-2P-PD,SFI1207D-A-2P-PD,SFI1207D-A-2P-PD,SFI1207D-A-2P-PD,,C-pump sold with a motor & continuous controls,0.43,210.6631021,183.2198958,7.25,,,,,,,,,,1.276403608,3.65965059,8.431039251,16.22598394,C,,,,No,No
Taco,End suction frame mounted/own bearings,1800.0,Variable Load,SFI1207D-A-4P-PD,SFI1207D-A-4P-PD,SFI1207D-A-4P-PD,SFI1207D-A-4P-PD,,C-pump sold with a motor & continuous controls,0.44,53.22834651,91.13378665,7.25,,,,,,,,,,0.295620167,0.578960848,1.158675547,2.1493816,C,,,,No,No
Taco,End suction frame mounted/own bearings,3600.0,Variable Load,SFI1209C-A-2P-PD,SFI1209C-A-2P-PD,SFI1209C-A-2P-PD,SFI1209C-A-2P-PD,,C-pump sold with a motor & continuous controls,0.46,372.2661892,220.7215002,9.5,,,,,,,,,,3.312531512,9.160128814,20.92884963,40.37080853,C,,,,No,No
